ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike,Con_hijos,Con_vehiculo
13089,Married,Female,120000.0,1.0,Bachelors,Management,Yes,2.0,0-1 Miles,Pacific,46.0,Yes,Si,Si
14791,Married,Female,40000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,39.0,Yes,No,No
19331,Single,Male,20000.0,2.0,High School,Manual,Yes,1.0,0-1 Miles,Europe,40.0,No,Si,Si
17754,Single,Female,30000.0,3.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,46.0,Yes,Si,No
11149,Married,Male,40000.0,2.0,Bachelors,Management,Yes,2.0,0-1 Miles,Pacific,65.0,No,Si,Si
16549,Single,Female,30000.0,3.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,47.0,Yes,Si,No
24305,Single,Male,100000.0,1.0,Bachelors,Management,No,3.0,0-1 Miles,Pacific,46.0,Yes,Si,Si
18253,Married,Female,80000.0,5.0,Graduate Degree,Management,Yes,3.0,0-1 Miles,Pacific,40.0,No,Si,Si
20147,Married,Female,30000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,65.0,No,Si,No
15612,Single,Male,30000.0,0.0,High School,Manual,No,1.0,1-2 Miles,Europe,28.0,No,No,Si
28323,Single,Male,70000.0,0.0,Bachelors,Professional,No,2.0,5-10 Miles,Pacific,43.0,Yes,No,Si
22634,Single,Female,40000.0,0.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,38.0,Yes,No,No
15665,Married,Female,30000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,47.0,Yes,No,No
27585,Married,Female,90000.0,2.0,Bachelors,Professional,No,0.0,0-1 Miles,Pacific,36.0,Yes,Si,No
19748,Married,Male,20000.0,4.0,High School,Skilled Manual,No,2.0,1-2 Miles,Pacific,60.0,No,Si,Si
21974,Single,Female,70000.0,0.0,Bachelors,Professional,Yes,1.0,5-10 Miles,Pacific,42.0,Yes,No,Si
14032,Married,Male,70000.0,2.0,High School,Skilled Manual,No,2.0,1-2 Miles,Pacific,50.0,Yes,Si,Si
22610,Married,Male,30000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,35.0,Yes,No,No
26984,Married,Male,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,0-1 Miles,Europe,32.0,Yes,Si,Si
18294,Married,Female,90000.0,1.0,Bachelors,Professional,Yes,1.0,5-10 Miles,Pacific,46.0,No,Si,Si
28564,Single,Female,40000.0,2.0,Partial College,Clerical,Yes,0.0,1-2 Miles,Europe,33.0,Yes,Si,No
28521,Single,Male,40000.0,0.0,Graduate Degree,Clerical,No,0.0,0-1 Miles,Europe,36.0,Yes,No,No
15450,Married,Male,10000.0,1.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,70.0,No,Si,No
25681,Single,Female,30000.0,0.0,Partial College,Clerical,No,1.0,2-5 Miles,Europe,31.0,Yes,No,Si
19491,Single,Male,30000.0,2.0,Partial College,Clerical,Yes,2.0,0-1 Miles,Europe,42.0,No,Si,Si
26415,Married,Female,90000.0,4.0,Partial High School,Skilled Manual,Yes,4.0,10+ Miles,Europe,58.0,No,Si,Si
12821,Married,Male,40000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,39.0,No,No,No
15629,Single,Female,10000.0,0.0,Partial High School,Manual,Yes,2.0,1-2 Miles,Europe,34.0,No,No,Si
27835,Married,Male,20000.0,0.0,Partial High School,Manual,Yes,2.0,0-1 Miles,Europe,32.0,No,No,Si
11738,Married,Male,60000.0,4.0,Bachelors,Professional,Yes,0.0,2-5 Miles,North America,46.0,No,Si,No
25065,Married,Male,70000.0,2.0,Partial High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,48.0,No,Si,Si
26238,Single,Female,40000.0,3.0,Partial College,Clerical,Yes,1.0,1-2 Miles,North America,31.0,Yes,Si,Si
23707,Single,Male,70000.0,5.0,Bachelors,Management,Yes,3.0,10+ Miles,North America,60.0,Yes,Si,Si
27650,Married,Male,70000.0,4.0,High School,Professional,Yes,0.0,5-10 Miles,North America,51.0,No,Si,No
24981,Married,Male,60000.0,2.0,Partial College,Professional,Yes,2.0,10+ Miles,North America,56.0,No,Si,Si
20678,Single,Female,60000.0,3.0,Bachelors,Skilled Manual,Yes,1.0,2-5 Miles,North America,40.0,Yes,Si,Si
15302,Single,Female,70000.0,1.0,Graduate Degree,Professional,Yes,0.0,2-5 Miles,North America,34.0,Yes,Si,No
26012,Married,Male,80000.0,1.0,Partial College,Skilled Manual,Yes,1.0,2-5 Miles,North America,48.0,Yes,Si,Si
26575,Single,Female,40000.0,0.0,High School,Skilled Manual,No,2.0,1-2 Miles,North America,31.0,Yes,No,Si
15559,Married,Male,60000.0,5.0,Bachelors,Professional,Yes,1.0,2-5 Miles,North America,47.0,No,Si,Si
19235,Married,Female,50000.0,0.0,Graduate Degree,Skilled Manual,Yes,0.0,0-1 Miles,North America,34.0,No,No,No
15275,Married,Male,40000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,29.0,No,No,Si
20339,Married,Female,130000.0,1.0,Bachelors,Management,Yes,4.0,2-5 Miles,North America,44.0,Yes,Si,Si
25405,Married,Male,70000.0,2.0,Bachelors,Skilled Manual,Yes,1.0,2-5 Miles,North America,38.0,Yes,Si,Si
15940,Married,Male,100000.0,4.0,Partial College,Professional,Yes,4.0,0-1 Miles,North America,40.0,No,Si,Si
25074,Married,Female,70000.0,4.0,Bachelors,Professional,Yes,2.0,2-5 Miles,North America,42.0,Yes,Si,Si
24738,Married,Female,40000.0,1.0,Partial College,Clerical,Yes,1.0,1-2 Miles,North America,51.0,Yes,Si,Si
16337,Married,Male,60000.0,0.0,Partial College,Skilled Manual,No,2.0,1-2 Miles,North America,29.0,No,No,Si
24357,Married,Male,60000.0,3.0,Bachelors,Professional,Yes,1.0,2-5 Miles,North America,48.0,Yes,Si,Si
18613,Single,Male,70000.0,0.0,Bachelors,Professional,No,1.0,2-5 Miles,North America,37.0,Yes,No,Si
12207,Single,Male,80000.0,4.0,Bachelors,Management,Yes,1.0,5-10 Miles,North America,66.0,Yes,Si,Si
18052,Married,Female,60000.0,1.0,Partial College,Skilled Manual,Yes,1.0,0-1 Miles,North America,45.0,Yes,Si,Si
13353,Single,Female,60000.0,4.0,Graduate Degree,Management,Yes,2.0,10+ Miles,North America,61.0,Yes,Si,Si
19399,Single,Male,40000.0,0.0,Bachelors,Professional,No,1.0,2-5 Miles,North America,45.0,No,No,Si
16154,Married,Female,70000.0,5.0,Bachelors,Professional,Yes,2.0,2-5 Miles,North America,47.0,No,Si,Si
22219,Married,Female,60000.0,2.0,High School,Professional,Yes,2.0,5-10 Miles,North America,49.0,No,Si,Si
17269,Single,Male,60000.0,3.0,Bachelors,Professional,No,0.0,0-1 Miles,North America,47.0,Yes,Si,No
23586,Married,Female,80000.0,0.0,Bachelors,Management,Yes,1.0,1-2 Miles,North America,34.0,Yes,No,Si
15740,Married,Male,80000.0,5.0,Bachelors,Management,Yes,2.0,1-2 Miles,North America,64.0,No,Si,Si
27638,Single,Male,100000.0,1.0,Partial College,Professional,No,3.0,1-2 Miles,North America,44.0,No,Si,Si
18976,Single,Male,40000.0,4.0,High School,Professional,Yes,2.0,10+ Miles,North America,62.0,Yes,Si,Si
19413,Single,Male,60000.0,3.0,Bachelors,Professional,No,1.0,0-1 Miles,North America,47.0,Yes,Si,Si
13283,Married,Male,80000.0,3.0,Partial College,Professional,No,2.0,0-1 Miles,North America,49.0,Yes,Si,Si
17471,Single,Female,80000.0,4.0,Graduate Degree,Management,Yes,2.0,5-10 Miles,North America,67.0,No,Si,Si
16791,Single,Male,60000.0,5.0,Bachelors,Management,Yes,3.0,10+ Miles,North America,59.0,Yes,Si,Si
15382,Married,Female,110000.0,1.0,Bachelors,Management,Yes,2.0,1-2 Miles,North America,44.0,No,Si,Si
11641,Married,Male,50000.0,1.0,Bachelors,Skilled Manual,Yes,0.0,0-1 Miles,North America,36.0,No,Si,No
11935,Single,Female,30000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,28.0,No,No,Si
13233,Married,Male,60000.0,2.0,Partial College,Professional,Yes,1.0,10+ Miles,North America,57.0,Yes,Si,Si
25909,Married,Male,60000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,27.0,Yes,No,Si
14092,Single,Male,30000.0,0.0,Partial High School,Clerical,Yes,2.0,5-10 Miles,North America,28.0,No,No,Si
29143,Single,Female,60000.0,1.0,Bachelors,Professional,No,1.0,0-1 Miles,North America,44.0,Yes,Si,Si
24941,Married,Male,60000.0,3.0,Bachelors,Management,Yes,2.0,10+ Miles,North America,66.0,No,Si,Si
24637,Married,Male,40000.0,4.0,High School,Professional,Yes,2.0,10+ Miles,North America,64.0,No,Si,Si
23893,Married,Male,50000.0,3.0,Bachelors,Skilled Manual,Yes,3.0,10+ Miles,North America,41.0,No,Si,Si
13907,Single,Female,80000.0,3.0,Bachelors,Skilled Manual,Yes,1.0,0-1 Miles,North America,41.0,Yes,Si,Si
14900,Married,Female,40000.0,1.0,Partial College,Clerical,Yes,1.0,1-2 Miles,North America,49.0,Yes,Si,Si
11262,Married,Female,80000.0,4.0,Bachelors,Management,Yes,0.0,0-1 Miles,North America,42.0,No,Si,No
22294,Single,Female,70000.0,0.0,Bachelors,Professional,No,1.0,2-5 Miles,North America,37.0,Yes,No,Si
12195,Single,Female,70000.0,3.0,Graduate Degree,Management,Yes,2.0,1-2 Miles,North America,52.0,No,Si,Si
25375,Married,Male,50000.0,1.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,34.0,No,Si,No
11143,Married,Male,40000.0,0.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,29.0,No,No,Si
25898,Married,Female,70000.0,2.0,High School,Professional,Yes,2.0,2-5 Miles,North America,53.0,No,Si,Si
24397,Single,Male,120000.0,2.0,Bachelors,Management,No,4.0,1-2 Miles,North America,40.0,No,Si,Si
19758,Single,Male,60000.0,0.0,Partial College,Skilled Manual,No,2.0,1-2 Miles,North America,29.0,No,No,Si
15529,Married,Male,60000.0,4.0,Bachelors,Professional,Yes,2.0,2-5 Miles,North America,43.0,Yes,Si,Si
19884,Married,Male,60000.0,2.0,High School,Professional,Yes,2.0,2-5 Miles,North America,55.0,Yes,Si,Si
18674,Single,Female,80000.0,4.0,Graduate Degree,Skilled Manual,No,0.0,0-1 Miles,North America,48.0,No,Si,No
13453,Married,Female,130000.0,2.0,Bachelors,Management,Yes,3.0,0-1 Miles,North America,45.0,Yes,Si,Si
14063,Single,Female,70000.0,0.0,Bachelors,Professional,No,1.0,0-1 Miles,Pacific,42.0,Yes,No,Si
27393,Married,Female,50000.0,4.0,Bachelors,Management,Yes,2.0,10+ Miles,North America,63.0,No,Si,Si
14417,Single,Male,60000.0,3.0,High School,Professional,Yes,2.0,10+ Miles,North America,54.0,Yes,Si,Si
17533,Married,Male,40000.0,3.0,Partial College,Professional,No,2.0,5-10 Miles,North America,73.0,Yes,Si,Si
18580,Married,Female,60000.0,2.0,Graduate Degree,Professional,Yes,0.0,2-5 Miles,North America,43.0,Yes,Si,No
17025,Single,Male,50000.0,0.0,Partial College,Skilled Manual,No,1.0,2-5 Miles,North America,39.0,Yes,No,Si
25293,Married,Male,80000.0,4.0,Bachelors,Management,Yes,0.0,1-2 Miles,North America,42.0,No,Si,No
24725,Married,Female,40000.0,3.0,Partial College,Clerical,Yes,0.0,1-2 Miles,North America,31.0,No,Si,No
23200,Married,Female,50000.0,3.0,Bachelors,Skilled Manual,Yes,2.0,0-1 Miles,North America,41.0,No,Si,Si
15895,Single,Female,60000.0,2.0,Bachelors,Management,Yes,0.0,10+ Miles,North America,58.0,No,Si,No
18577,Married,Female,60000.0,0.0,Graduate Degree,Professional,Yes,0.0,0-1 Miles,North America,40.0,No,No,No
27218,Married,Female,20000.0,2.0,Partial High School,Clerical,No,1.0,0-1 Miles,North America,48.0,No,Si,Si
18560,Married,Female,70000.0,2.0,Graduate Degree,Professional,Yes,0.0,2-5 Miles,North America,34.0,Yes,Si,No
25006,Single,Female,30000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,28.0,No,No,Si
17369,Single,Male,30000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,27.0,No,No,Si
14495,Married,Male,40000.0,3.0,Partial College,Professional,No,2.0,5-10 Miles,North America,54.0,Yes,Si,Si
18847,Married,Female,60000.0,2.0,Graduate Degree,Management,Yes,2.0,5-10 Miles,North America,70.0,No,Si,Si
14754,Married,Male,40000.0,1.0,Partial College,Clerical,Yes,1.0,1-2 Miles,North America,48.0,Yes,Si,Si
23378,Married,Male,70000.0,1.0,Partial College,Skilled Manual,Yes,1.0,2-5 Miles,North America,44.0,Yes,Si,Si
26452,Single,Male,50000.0,3.0,Graduate Degree,Management,Yes,2.0,10+ Miles,North America,69.0,No,Si,Si
20370,Married,Male,70000.0,3.0,Partial High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,52.0,No,Si,Si
20528,Married,Male,40000.0,2.0,Partial High School,Skilled Manual,Yes,2.0,2-5 Miles,North America,55.0,No,Si,Si
23549,Single,Male,30000.0,0.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,30.0,No,No,Si
21751,Married,Male,60000.0,3.0,Graduate Degree,Management,Yes,2.0,1-2 Miles,North America,63.0,No,Si,Si
21266,Single,Female,80000.0,0.0,Bachelors,Management,Yes,1.0,1-2 Miles,North America,34.0,Yes,No,Si
13388,Single,Male,60000.0,2.0,Partial College,Professional,Yes,1.0,10+ Miles,North America,56.0,No,Si,Si
18752,Single,Female,40000.0,0.0,High School,Skilled Manual,Yes,1.0,5-10 Miles,North America,31.0,No,No,Si
16917,Married,Male,120000.0,1.0,Bachelors,Management,Yes,4.0,0-1 Miles,North America,38.0,No,Si,Si
15313,Married,Male,60000.0,4.0,Bachelors,Management,Yes,2.0,2-5 Miles,North America,59.0,No,Si,Si
25329,Single,Female,40000.0,3.0,Partial College,Clerical,No,2.0,0-1 Miles,North America,32.0,No,Si,Si
20380,Married,Female,60000.0,3.0,Graduate Degree,Management,Yes,2.0,10+ Miles,North America,69.0,No,Si,Si
23089,Married,Male,40000.0,0.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,North America,28.0,No,No,Si
13749,Married,Male,80000.0,4.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,47.0,No,Si,No
24943,Married,Male,60000.0,3.0,Bachelors,Management,Yes,2.0,10+ Miles,North America,66.0,No,Si,Si
28667,Single,Male,70000.0,2.0,Bachelors,Skilled Manual,No,1.0,0-1 Miles,North America,37.0,Yes,Si,Si
15194,Single,Male,120000.0,2.0,Bachelors,Management,No,3.0,0-1 Miles,North America,39.0,Yes,Si,Si
17436,Married,Male,60000.0,2.0,High School,Professional,No,2.0,1-2 Miles,North America,51.0,No,Si,Si
18935,Married,Female,130000.0,0.0,Graduate Degree,Management,Yes,3.0,1-2 Miles,North America,40.0,No,No,Si
16871,Married,Female,90000.0,2.0,High School,Professional,Yes,1.0,10+ Miles,North America,51.0,Yes,Si,Si
12100,Single,Male,60000.0,2.0,Bachelors,Management,Yes,0.0,10+ Miles,North America,57.0,No,Si,No
23158,Married,Female,60000.0,1.0,Graduate Degree,Professional,No,0.0,0-1 Miles,North America,35.0,Yes,Si,No
18545,Married,Male,40000.0,4.0,High School,Professional,No,2.0,10+ Miles,North America,61.0,Yes,Si,Si
18391,Single,Female,80000.0,5.0,Partial College,Professional,Yes,2.0,5-10 Miles,North America,44.0,No,Si,Si
19812,Single,Female,70000.0,2.0,Partial College,Professional,Yes,0.0,5-10 Miles,North America,49.0,Yes,Si,No
27660,Married,Male,80000.0,4.0,Graduate Degree,Management,Yes,2.0,5-10 Miles,North America,70.0,No,Si,Si
18058,Single,Female,20000.0,3.0,High School,Skilled Manual,Yes,2.0,2-5 Miles,North America,78.0,No,Si,Si
20343,Married,Female,90000.0,4.0,Partial College,Professional,Yes,1.0,1-2 Miles,North America,45.0,No,Si,Si
28997,Single,Male,40000.0,2.0,High School,Professional,No,1.0,2-5 Miles,North America,58.0,Yes,Si,Si
24398,Married,Male,130000.0,1.0,Graduate Degree,Management,Yes,4.0,0-1 Miles,North America,41.0,No,Si,Si
19002,Married,Female,60000.0,2.0,Partial College,Professional,Yes,1.0,2-5 Miles,North America,57.0,Yes,Si,Si
28609,Married,Male,30000.0,2.0,High School,Skilled Manual,No,2.0,0-1 Miles,North America,49.0,No,Si,Si
29231,Single,Male,80000.0,4.0,Partial College,Professional,No,2.0,0-1 Miles,North America,43.0,No,Si,Si
18858,Single,Male,60000.0,2.0,Partial High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,52.0,Yes,Si,Si
20000,Married,Male,60000.0,1.0,Graduate Degree,Professional,Yes,0.0,0-1 Miles,North America,35.0,Yes,Si,No
25261,Married,Male,40000.0,0.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,27.0,No,No,Si
17458,Single,Male,70000.0,3.0,High School,Professional,Yes,0.0,5-10 Miles,North America,52.0,Yes,Si,No
11644,Single,Male,40000.0,2.0,Bachelors,Skilled Manual,Yes,0.0,2-5 Miles,North America,36.0,No,Si,No
16145,Single,Female,70000.0,5.0,Graduate Degree,Professional,Yes,3.0,10+ Miles,North America,46.0,Yes,Si,Si
16890,Married,Male,60000.0,3.0,Partial High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,52.0,Yes,Si,Si
25983,Married,Male,70000.0,0.0,Bachelors,Professional,No,1.0,0-1 Miles,North America,43.0,No,No,Si
14633,Married,Male,60000.0,1.0,Partial College,Skilled Manual,Yes,1.0,2-5 Miles,North America,44.0,No,Si,Si
22994,Married,Female,80000.0,0.0,Bachelors,Management,Yes,1.0,1-2 Miles,North America,34.0,Yes,No,Si
22983,Single,Female,30000.0,0.0,Partial High School,Clerical,Yes,2.0,5-10 Miles,North America,27.0,No,No,Si
25184,Single,Male,110000.0,1.0,Partial College,Professional,Yes,4.0,5-10 Miles,North America,45.0,Yes,Si,Si
14469,Married,Female,100000.0,3.0,Partial College,Professional,Yes,4.0,1-2 Miles,North America,45.0,No,Si,Si
11538,Single,Female,60000.0,4.0,Graduate Degree,Skilled Manual,No,1.0,0-1 Miles,North America,47.0,Yes,Si,Si
16245,Single,Female,80000.0,4.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,47.0,No,Si,No
17858,Married,Male,40000.0,4.0,High School,Skilled Manual,Yes,2.0,2-5 Miles,North America,44.0,Yes,Si,Si
25347,Single,Female,20000.0,3.0,Partial High School,Clerical,No,2.0,0-1 Miles,North America,49.0,No,Si,Si
15814,Single,Female,40000.0,0.0,High School,Skilled Manual,Yes,1.0,5-10 Miles,North America,30.0,No,No,Si
11259,Married,Female,100000.0,4.0,Partial College,Professional,Yes,4.0,2-5 Miles,North America,41.0,Yes,Si,Si
11200,Married,Male,70000.0,4.0,Bachelors,Management,Yes,1.0,1-2 Miles,North America,58.0,No,Si,Si
25101,Married,Male,60000.0,5.0,Bachelors,Professional,Yes,1.0,2-5 Miles,North America,47.0,No,Si,Si
21801,Married,Female,70000.0,4.0,Partial College,Professional,Yes,1.0,1-2 Miles,North America,55.0,No,Si,Si
25943,Single,Female,70000.0,0.0,Partial College,Skilled Manual,No,2.0,0-1 Miles,North America,27.0,Yes,No,Si
22127,Married,Male,60000.0,3.0,Graduate Degree,Management,Yes,2.0,1-2 Miles,North America,67.0,No,Si,Si
20414,Married,Female,60000.0,0.0,Partial College,Skilled Manual,Yes,2.0,5-10 Miles,North America,29.0,No,No,Si
23672,Married,Female,60000.0,3.0,Graduate Degree,Management,Yes,2.0,1-2 Miles,North America,67.0,No,Si,Si
29255,Single,Male,80000.0,3.0,Partial College,Professional,No,1.0,1-2 Miles,North America,51.0,Yes,Si,Si
28815,Married,Female,50000.0,1.0,Graduate Degree,Skilled Manual,Yes,0.0,0-1 Miles,North America,35.0,No,Si,No
27753,Married,Male,40000.0,0.0,High School,Skilled Manual,No,2.0,1-2 Miles,North America,30.0,No,No,Si
27643,Single,Male,70000.0,5.0,Partial College,Professional,Yes,3.0,2-5 Miles,North America,44.0,No,Si,Si
13754,Single,Female,80000.0,4.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,48.0,No,Si,No
22088,Married,Female,130000.0,1.0,Bachelors,Management,Yes,2.0,0-1 Miles,North America,45.0,Yes,Si,Si
27388,Married,Male,60000.0,3.0,Bachelors,Management,No,2.0,1-2 Miles,North America,66.0,No,Si,Si
24745,Single,Female,30000.0,2.0,High School,Skilled Manual,No,2.0,0-1 Miles,North America,49.0,No,Si,Si
29237,Single,Female,120000.0,4.0,Partial College,Professional,Yes,3.0,5-10 Miles,North America,43.0,Yes,Si,Si
15272,Single,Male,40000.0,0.0,High School,Skilled Manual,No,2.0,1-2 Miles,North America,30.0,No,No,Si
18949,Single,Male,70000.0,2.0,Graduate Degree,Management,Yes,2.0,5-10 Miles,North America,74.0,Yes,Si,Si
14507,Married,Male,100000.0,2.0,Graduate Degree,Management,Yes,3.0,1-2 Miles,North America,65.0,No,Si,Si
25886,Married,Female,60000.0,2.0,Partial College,Professional,Yes,2.0,2-5 Miles,North America,56.0,Yes,Si,Si
21441,Married,Male,50000.0,4.0,Bachelors,Management,Yes,2.0,10+ Miles,North America,64.0,No,Si,Si
21741,Married,Female,70000.0,3.0,Partial College,Professional,Yes,2.0,5-10 Miles,North America,50.0,Yes,Si,Si
14572,Married,Female,70000.0,3.0,Graduate Degree,Professional,Yes,0.0,2-5 Miles,North America,35.0,Yes,Si,No
23368,Married,Female,60000.0,5.0,Bachelors,Skilled Manual,Yes,3.0,10+ Miles,North America,41.0,No,Si,Si
16217,Single,Female,60000.0,0.0,Graduate Degree,Skilled Manual,Yes,0.0,0-1 Miles,North America,39.0,No,No,No
16247,Single,Female,60000.0,4.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,47.0,No,Si,No
22010,Single,Male,40000.0,0.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,31.0,No,No,Si
25872,Single,Female,70000.0,2.0,Bachelors,Management,No,1.0,2-5 Miles,North America,58.0,Yes,Si,Si
19164,Single,Female,70000.0,0.0,Bachelors,Professional,No,1.0,2-5 Miles,North America,38.0,Yes,No,Si
18435,Single,Female,70000.0,5.0,Graduate Degree,Management,Yes,2.0,10+ Miles,North America,67.0,Yes,Si,Si
14284,Single,Male,60000.0,0.0,Partial College,Professional,No,2.0,1-2 Miles,North America,32.0,Yes,No,Si
11287,Married,Male,70000.0,5.0,Partial College,Professional,No,3.0,5-10 Miles,North America,45.0,No,Si,Si
13066,Single,Male,30000.0,0.0,High School,Skilled Manual,No,2.0,1-2 Miles,North America,31.0,Yes,No,Si
29106,Single,Male,40000.0,0.0,High School,Skilled Manual,No,2.0,1-2 Miles,North America,31.0,Yes,No,Si
26236,Married,Female,40000.0,3.0,Partial College,Clerical,Yes,1.0,0-1 Miles,North America,31.0,No,Si,Si
17531,Married,Male,60000.0,2.0,High School,Professional,No,2.0,5-10 Miles,North America,50.0,No,Si,Si
12964,Married,Male,70000.0,1.0,Partial College,Skilled Manual,Yes,1.0,0-1 Miles,North America,44.0,No,Si,Si
19133,Single,Male,50000.0,2.0,Bachelors,Skilled Manual,Yes,1.0,2-5 Miles,North America,38.0,Yes,Si,Si
24643,Single,Female,60000.0,4.0,Bachelors,Management,Yes,2.0,10+ Miles,North America,63.0,No,Si,Si
21599,Married,Female,60000.0,1.0,Graduate Degree,Professional,Yes,0.0,2-5 Miles,North America,36.0,Yes,Si,No
22976,Single,Male,40000.0,0.0,High School,Skilled Manual,No,2.0,0-1 Miles,North America,28.0,Yes,No,Si
27637,Single,Female,100000.0,1.0,Partial College,Professional,No,3.0,1-2 Miles,North America,44.0,No,Si,Si
11890,Married,Female,70000.0,5.0,Graduate Degree,Professional,Yes,1.0,0-1 Miles,North America,47.0,No,Si,Si
28580,Married,Female,80000.0,0.0,Graduate Degree,Skilled Manual,Yes,0.0,1-2 Miles,North America,40.0,Yes,No,No
14443,Married,Male,130000.0,1.0,Graduate Degree,Management,Yes,4.0,0-1 Miles,North America,40.0,No,Si,Si
17864,Married,Female,60000.0,1.0,Partial College,Skilled Manual,Yes,1.0,2-5 Miles,North America,46.0,Yes,Si,Si
20505,Married,Female,40000.0,5.0,High School,Professional,No,2.0,10+ Miles,North America,61.0,No,Si,Si
14592,Married,Female,60000.0,0.0,Graduate Degree,Professional,Yes,0.0,0-1 Miles,North America,40.0,No,No,No
22227,Married,Female,60000.0,2.0,High School,Professional,Yes,2.0,5-10 Miles,North America,50.0,No,Si,Si
21471,Married,Male,70000.0,2.0,Partial College,Professional,Yes,1.0,10+ Miles,North America,59.0,No,Si,Si
22252,Single,Female,60000.0,1.0,Graduate Degree,Professional,Yes,0.0,2-5 Miles,North America,36.0,Yes,Si,No
21260,Single,Female,40000.0,0.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,30.0,No,No,Si
11817,Single,Female,70000.0,4.0,Graduate Degree,Professional,Yes,0.0,2-5 Miles,North America,35.0,Yes,Si,No
19223,Married,Female,30000.0,2.0,High School,Skilled Manual,Yes,2.0,1-2 Miles,North America,48.0,No,Si,Si
18517,Married,Male,100000.0,3.0,Bachelors,Management,Yes,4.0,0-1 Miles,North America,41.0,No,Si,Si
21717,Married,Male,40000.0,2.0,Partial College,Clerical,Yes,1.0,0-1 Miles,North America,47.0,No,Si,Si
13760,Married,Male,60000.0,4.0,Graduate Degree,Skilled Manual,No,0.0,0-1 Miles,North America,47.0,No,Si,No
18145,Married,Male,80000.0,5.0,Bachelors,Management,No,2.0,2-5 Miles,Europe,62.0,No,Si,Si
21770,Married,Male,60000.0,4.0,Bachelors,Management,Yes,2.0,10+ Miles,North America,60.0,No,Si,Si
11165,Married,Female,60000.0,0.0,Partial College,Skilled Manual,No,1.0,1-2 Miles,North America,33.0,No,No,Si
16377,Single,Female,80000.0,4.0,Graduate Degree,Skilled Manual,No,0.0,0-1 Miles,North America,47.0,No,Si,No
26248,Married,Male,20000.0,3.0,Partial High School,Clerical,No,2.0,0-1 Miles,North America,52.0,No,Si,Si
23461,Married,Female,90000.0,5.0,Partial College,Professional,Yes,3.0,2-5 Miles,North America,40.0,No,Si,Si
29133,Single,Female,60000.0,4.0,Bachelors,Skilled Manual,No,2.0,0-1 Miles,North America,42.0,No,Si,Si
27673,Single,Female,60000.0,3.0,Graduate Degree,Management,Yes,2.0,5-10 Miles,North America,53.0,Yes,Si,Si
12774,Married,Female,40000.0,1.0,Partial College,Clerical,Yes,1.0,1-2 Miles,North America,51.0,Yes,Si,Si
18910,Single,Male,30000.0,0.0,Partial College,Skilled Manual,Yes,2.0,5-10 Miles,North America,30.0,No,No,Si
11699,Single,Male,60000.0,2.0,Bachelors,Skilled Manual,No,2.0,0-1 Miles,North America,43.0,No,Si,Si
16725,Married,Male,30000.0,0.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,North America,26.0,No,No,Si
28269,Single,Female,130000.0,1.0,Bachelors,Management,No,1.0,2-5 Miles,North America,45.0,No,Si,Si
23144,Married,Male,50000.0,1.0,Bachelors,Skilled Manual,Yes,0.0,0-1 Miles,North America,34.0,Yes,Si,No
23376,Married,Male,70000.0,1.0,Bachelors,Professional,Yes,1.0,2-5 Miles,North America,44.0,Yes,Si,Si
25970,Single,Female,60000.0,4.0,Bachelors,Skilled Manual,No,2.0,0-1 Miles,North America,41.0,Yes,Si,Si
